"","IDN","ISBN","year","author","language","title","uniform.title","publisher","country"
"3774","9959009610003338","9783499255175","2011","Loupas, Elizabeth","ger","Die zweite Herzogin","fail","Reinbek bei Hamburg","XA-DE"
"3775","9958874042503338","9783943810295","2020","Zapperi Zucker, Ada","ger","Zwischen Lemberg und Meran","Teatro di ombre","München","XA-DE-BY"
"3776","990050019420603392","9788378661542","2017","Roth, Joseph","pol","Żydzi na tułaczce","Juden auf Wanderschaft","Kraków","XA-PL"
"3783","990006066970603392","9759420686","2003","Zieliński, Adam","tur","""Jossele Jan oldu"" ve diğer öyküler","Jan war Jossele und andere Erzählungen","Konya","XB-TR"
"3784","990012288410603392","9783426636619","2007","Cowell, Stephanie","ger","""Welche Wonne, dich zu finden!""","Marrying Mozart","München","XA-DE"
"3786","990045991630603392","5890913247","2006","Rosei, Peter","rus","15 000 duš","15 000 Seelen","Sankt-Peterburg","XA-RU"
"3788","990009256800603392","2864324687","2006","Handke, Peter","fre","À ma fenêtre le matin","Am Felsfenster morgens","Lagrasse","XA-FR"
"3791","990010684740603392","8420469580","2006","Härtling, Peter","spa","La abuela","Oma","Madrid","XA-ES"
"3792","990006829790603392","8426132251","2001","Lobe, Mira","spa","La abuelita en el manzano","<<Die>> Omama im Apfelbaum","Barcelona","XA-ES"
"3795","990014067090603392","9783250601074","2007","Schmitt, ÉricEmmanuel","ger","Adolf H.","<<La>> part de l'autre","Zürich","XA-CH"
"3796","990005365240603392","3932000633","2001","Kay, Jackie","ger","Die Adoptionspapiere","<<The>> adoption papers","München","XA-DE"
"3797","990014079900603392","9783423191111","2007","Green, Julien","ger","Adrienne Mesurat","Adrienne Mesurat","München","XA-DE"
"3801","990012616370603392","9788493473907","2005","Kafka, Franz","spa","Aforismos de Zürau","Aforismi di Zürau","Madrid","XA-ES"
"3802","9958558924303338","975848009X","2004","Kafka, Franz","tur","Aforizmalar","fail","İstanbul","fail"
"3804","990015055780603392","9789985655900","2007","Nöstlinger, Christine","est","Ah sa pagan!","Oh, du Hölle!","Tallinn","XA-EE"
"3805","990027313950603392","207022600X","1964","Frischler, Kurt","fre","Aïcha","Aischa","[Paris]","XA-FR"
"3807","990017547470603392","9788375360349","2008","Fischer, Erica","pol","Aimée & Jaguar","Aimée & Jaguar","Wołowiec","XA-PL"
"3808","9958513772903338","9505164033","1984","Heine, Heinrich","spa","Alemania. Cuento de invierno","Deutschland. Ein Wintermärchen","Buenos Aires","XD-AR"
"3809","990014416990603392","9783570010143","2008","Singer, Christiane","ger","Alles ist Leben","Derniers fragmentes d'un long voyage","München","XA-DE-BY"
"3810","990005617000603392","345321689X","2002","Monson, Karen","ger","Alma Mahler-Werfel","Alma Mahler - muse to genius","München","XA-DE"
"3816","990027313970603392","2070239659","1964","Lind, Jakov","fre","Une âme de bois","<<Eine>> Seele aus Holz","[Paris]","XA-FR"
"3822","990015512290603392","9783423136716","2008","Green, Julien","ger","Der andere Schlaf","<<L'>>autre sommeil","München","XA-DE"
"3826","990017264680603392","8845920046","2005","Meyrink, Gustav","ita","L'angelo della finestra d'occidente","<<Der>> Engel vom westlichen Fenster","Milano","XA-IT"
"3827","990009679210603392","9543200602","2006","Dinev, Dimitré","bul","Angelski ezici","Engelszungen <<bulg.>","[Sofija]","XA-BG"
"3830","990009443340603392","3791510118","2006","Ibbotson, Eva","ger","Annika und der Stern von Kazan","Star of Kazan","Hamburg","XA-DE"
"3832","990012045000603392","8481917567","2006","Améry, Jean","spa","Años de andanzas nada magistrales","Unmeisterliche Wanderjahre","Valencia","XA-ES"
"3833","9958513177603338","9685062374","2003","Kramer, Theodor","spa","Antología esencial","fail","México","XD-MX"
"3835","990016086590603392","9789602692097","2008","Kraus, Karl","ger","Aphorismoi","fail","Athēna","XA-GR"
"3842","990007621470603392","9639420026","2002","Brezina, Thomas","hun","Az arc nélküli ember","<<Der>> Mann ohne Gesicht","[Pápa]","XA-HU"
"3846","990014848250603392","1572411570","2008","Schwebel, Bruno","eng","As luck would have it","<<Das>> andere Glück","Riverside, Calif.","XD-US"
"3847","990006235120603392","0573121389","1997","Nestroy, Johann","eng","As you were","Frühere Verhältnisse","New York [u.a.]","XA-GB"
"3851","990008324120603392","3928788507","2005","Burg, Josef","ger","Auf dem Czeremosz","Ojfn tschermusch","Winsen/Luhe","XA-DE"
"3852","990012955120603392","371752058X","2004","Turgenev, Ivan Sergeevič","ger","Aufzeichnungen eines Jägers","Zapiski ochotnika","Zürich","XA-CH"
"3853","990011135430603392","9783890865980","2006","Győrffy, Ákos","ger","Aus Akutagawas Notizblock","Akutagava noteszéből","Aachen","XA-DE"
"3854","990008627570603392","9783865120144","2005","Klostermann, Karel","ger","Aus der Welt der Waldeinsamkeiten","fail","Grafenau","XA-DE"
"3857","990007576520603392","849329165X","2003","Broch, Hermann","spa","Autobiografía psíquica","Psychische Selbstbiographie","Madrid, España","XA-ES"
"3863","990006712170603392","3630871577","2004","Pap, Károly","ger","Azarel","Azarel","München","XA-DE"
"3865","990015653930603392","9788392280712","2007","Lobe, Mira","pol","Babcia na jabłoni","<<Die>> Omama im Apfelbaum","Warszawa","XA-PL"
"3866","990016460370603392","9788080890513","2007","Brezina, Thomas","slo","Baby na mizine","No Jungs! He Paps, ich brauch mehr Taschengeld","Bratislava","XA-SK"
"3867","990016460390603392","8080890072","2006","Brezina, Thomas","slo","Baby v akcii.","No Jungs! Jetzt gibt`s Saures","Bratislava","XA-SK"
"3873","990015767220603392","9789619235508","2008","Perschy, Jakob Michael","mul","Balthasar und die Bibliotheksfledermaus","fail","Kapelski vrh","XA-SI"
"3874","990049415270603392","9631176541","2002","Salten, Felix","hun","Bambi","Bambi","Budapest","XA-HU"
"3875","990012204560603392","9783401059693","2006","Salten, Felix","ger","Bambi","fail","Würzburg","XA-DE"
"3876","990015711890603392","9536473496","2008","Salten, Felix","scr","Bambi","Bambi","Zagreb","XA-HR"
"3880","990010497010603392","8877824778","1998","Nöstlinger, Christine","ita","Il bambino sotto vuoto","Konrad oder das Kind aus der Konservenbüchse","[Milano]","XA-IT"
"3881","990014082820603392","9788884518033","2007","Nöstlinger, Christine","ita","Il bambino sottovuoto","Konrad oder das Kind aus der Konservenbüchse","Milano","XA-IT"
"3884","990014850840603392","9789703251216","2007","LernetHolenia, Alexander","spa","El baron Bagge","<<Der>> Baron Bagge","México, D.F.","XD-MX"
"3887","990011697160603392","9783928788571","2006","Burg, Josef","ger","Begegnungen","fail","Winsen/Luhe","XA-DE"
"3888","990004513990603392","3492230814","2001","Márai, Sándor","ger","Bekenntnisse eines Bürgers","<<Egy>> polgár vallomásai","München [u.a.]","XA-DE"
"3891","9959033600203338","8682995107","2003","Peter","ger","Der Bergkranz","Gorski vijenac","Belgrad","XA-CSXX"
"3892","990011728920603392","9783458173373","2007","Karahasan, Dževad","ger","Berichte aus der dunklen Welt","Izvještaji iz tamnog vilajeta","Frankfurt am Main [u.a.]","XA-DE"
"3899","990005249460603392","1901285499","2003","Zweig, Stefan","eng","Beware of pity","Ungeduld des Herzens","London","XA-GB"
"3913","990006994230603392","3039000322","2004","Büchner, Barbara","roh","Blackbox","Blackbox","Cuira","XA-CH"
"3914","990009678990603392","9549933628","2006","Menasse, Robert","bul","Blaženi vremena, krechăk svjat","Selige Zeiten, brüchige Welt","[Sofija]","XA-BG"
"3917","990039502140603392","8010007218","2005","Brezina, Thomas","slo","Boj o Rosie","So ein Affenzirkus!","Bratislava","XA-SK"
"3918","990049419060603392","9532600175","2006","Kaffka, Margit","hrv","Boje i godine","Színek és évek","Zagreb","XA-HR"
"3920","990004851570603392","9992769866","2001","Zweig, Stefan","alb","Bota e djeshme","<<Die>> Welt von gestern","Tiranë","XA-AL"
"3921","990011896240603392","8072008870","2004","Brezina, Thomas","cze","Bráchové a jiné katastrofy","fail","Havlíčkův Brod","XA-CZ"
"3922","990017213040603392","9788072008872","2008","Brezina, Thomas","cze","Bráchové a jiné katastrofy","fail","Praha","XA-CZ"
"3923","990046460260603392","8385516956","1996","Schneider, Robert","pol","Brat snu","Schlafes Bruder","Katowice","XA-PL"
"3924","990008535410603392","3803131979","2005","Cozarinsky, Edgardo","ger","Die Braut aus Odessa","<<La>> novia de Odessa","Berlin","XA-DE-BE"
"3925","990004883600603392","3803131553","2001","Piglia, Ricardo","ger","Brennender Zaster","Plata quemada","Berlin","XA-DE"
"3929","990008484790603392","9064036373","2003","Canetti, Elias","dut","Bruiloft","Hochzeit","Rotterdam","XA-NL"
"3933","990017964890603392","2910490580","2003","Tegetthoff, Folke","ger","Les butinamours","fail","[Poitiers]","XA-FR"
"3934","990013630040603392","8845919625","2005","Roth, Joseph","ita","Il caffè dell'undicesima musa","Kaffeehausfrühling","Milano","XA-IT"
"3942","990038076990603392","9788496970267","2008","Rilke, Rainer Maria","cat","Cartes a un poeta jove","Briefe an einen jungen Dichter","Barcelona [u.a.]","XA-ES"
"3943","990009001520603392","8466106308","2005","Brezina, Thomas","cat","Un cas per a tu i la penya dels tigres","Im Palast der silbernen Panther","Barcelona","XA-ES"
"3945","990008037910603392","843489114X","2004","Brezina, Thomas","spa","Un caso para ti y el equipo tigre","<<Das>> vergessene Verlies","Boadilla del Monte (Madrid)","XA-ES"
"3946","990011511720603392","8467505966","2006","Brezina, Thomas","spa","Un caso para ti y el equipo tigre","<<Das>> Geheimnis der Grauen Villa","Boadilla del Monte (Madrid)","XA-ES"
"3947","990011511740603392","8467505958","2006","Brezina, Thomas","spa","Un caso para ti y el equipo tigre","<<Das>> Phantom auf dem Fußballplatz","Boadilla del Monte (Madrid)","XA-ES"
"3950","990008179800603392","0141183446","2000","Kafka, Franz","eng","The castle","Das Schloss","London","XA-GB"
"3955","990027312940603392","2070708314","1987","Selkowitsch, Herbert","fre","Cercles perturbés","Gestörte Kreise","[Paris]","XA-FR"
"3957","990012280090603392","8089210074","2006","Brezina, Thomas","cze","Chalani a iné katastrofy","fail","Bratislava","XA-CZ"
"3961","990027312220603392","2070767507","2003","Saar, Ferdinand ","fre","Le château de Kostenitz","Schloss Kostenitz","[Paris]","XA-FR"
"3963","990009252150603392","0141023376","2006","Zweig, Stefan","eng","Chess","Schachnovelle","London","XA-GB"
"3968","990012962380603392","1572411511","2007","Steiner, Peter","eng","The clearing","Lichtung","Riverside, Calif.","XD-US"
"3973","990006684160603392","0415967236","2003","Celan, Paul","eng","Collected prose","fail","New York","XD-US"
"3980","990016081950603392","9781436932592","2008","Schnitzler, Arthur","eng","Comedies of words and other plays","fail","[Whitefish, Mont.]","XD-US"
"3981","990017610580603392","0805210555","1995","Kafka, Franz","eng","The Complete Stories","fail","New York","XD-US"
"3984","990008037020603392","290540860X","2003","Kolleritsch, Alfred","fre","La conspiration des mots","<<Die>> Verschwörung der Wörter","Saint-Pierre-la-Vieille","XA-FR"
"3987","990010058960603392","8882468615","2005","Janouch, Gustav","ita","Conversazioni con Kafka","Gespräche mit Kafka","Parma","XA-IT"
"3988","990011511770603392","8434878267","2005","Brezina, Thomas","spa","Corazon de dragón","fail","Boadilla del Monte, Madrid","XA-ES"
"3990","990014273600603392","9788481647808","2007","Celan, Paul","spa","Correspondencia","Briefwechsel","Madrid","XA-ES"
"3994","990008327390603392","9639563528","2005","Nöstlinger, Christiana","hun","A cseregyerek","<<Das>> Austauschkind","Budapest","XA-HU"
"3995","990009451380603392","8000016141","2006","Brezina, Thomas","cze","Čtyři kamarádi v akci","Frankensteins Wolkenkratzer","Praha","XA-CZ"
"3998","990008500180603392","392878854X","2005","Burg, Josef","ger","Dämmerung","fail","Winsen (Luhe)","XA-DE"
"4001","990005399140603392","0735813868","2000","Lachner, Dorothea","eng","Danny the angry lion","Eigentlich wollte er böse sein!","New York [u.a.]","XA-GB"
"4002","990014848170603392","9781572411548","2007","Spiel, Hilde","eng","The dark and the bright","Die hellen und die finsteren Zeiten","Riverside, Calif.","XD-US"
"4003","990006732110603392","3406517064","2004","Jeger, Rujana","ger","Darkroom","Darkroom","München","XA-DE"
"4006","990014088020603392","9783442465699","2008","Naslund, Sena Jeter","ger","Décadence","Abundance","München","XA-DE-BY"
"4007","990046155730603392","868335329X","2003","Dor, Milo","srp","Dela Mila Dora","<<Die>> weiße Stadt","Beograd","XA-SP"
"4008","990008181410603392","9053524630","1999","Wittgenstein, Ludwig","dut","Denkbewegingen","Denkbewegungen","Amsterdam","XA-NL"
"4014","990008430680603392","9733408905","2003","Welsh, Renate","ger","Destinatarul necunoscut - retur","Empfänger unbekannt - zurück!","Bucureşti","XA-RO"
"4018","990005271960603392","0801436540","1999","MahlerWerfel, Alma Maria","eng","Diaries 1898-1902","fail","Ithaca, NY","XD-US"
"4022","990042307230603392","9789603294795","2006","Kafka, Franz","gre","Ē dikē","<<Der>> Prozess <griech., neugriech.>","Athēna","XA-GR"
"4024","990015025250603392","9781933996073","2008","Doderer, Heimito ","eng","Divertimenti and variations","Divertimenti und Variationen","Denver, Col.","XD-US"
"4025","990006800230603392","2253130605","2004","Márai, Sándor","fre","Divorce à Buda","Válás Budán","Paris","XA-FR"
"4026","990046154760603392","8674552048","1996","Musil, Robert","srp","Dnevnici","fail","Niš","XA-SP"
"4029","990017614920603392","5488008934","2007","Brezina, Thomas","rus","Dobavim Mame izjuminok!","Mehr Pep für Mam!","Moskva","XA-RU"
"4031","990046460240603392","8308019331","1988","Kafka, Franz","pol","Dociekania psa","Forschungen eines Hundes","Kraków","XA-PL"
"4032","990009686930603392","9754681155","2004","Brezina, Thomas","tur","Dört kafadarlar takımı","<<Die>> Nacht der Weißwurst-Vampire","İstanbul","XB-TR"
"4033","990009686940603392","9754681708","2004","Brezina, Thomas","tur","Dört kafadarlar takımı","Kolumbus und die Killerkarpfen","İstanbul","XB-TR"
"4034","990007034020603392","9639338141","2001","Bohatta, Ida","hun","Doktor Sebaj","Doktor Allesgut","Budapest","XA-HU"
"4035","990046345830603392","5942820805","2002","Nöstlinger, Christine","rus","Doloj ogurečnogo korolja!","Wir pfeifen auf den Gurkenkönig","Moksva","XA-RU"
"4036","990037054420603392","884523388X","2005","Zoderer, Joseph","ita","Il dolore di cambiare pelle","<<Der>> Schmerz der Gewöhnung","Milano","XA-IT"
"4037","990007490280603392","9548258765","1996","Kreidl, Margret","bul","Domino","Ich bin eine Königin","Veliko Tărnovo","XA-BG"
"4056","990006796570603392","8817127647","2004","Schnitzler, Arthur","ita","Doppio sogno","Traumnovelle","Milano","XA-IT"
"4057","990006796560603392","8806160060","2002","Schnitzler, Arthur","ita","Doppio sogno","Traumnovelle","Torino","XA-IT"
"4060","990007441520603392","3936384118","2004","Velikić, Dragan","ger","Dossier Domaszewski","Dosije Domaševski","Hamburg","XA-DE"
"4061","990017213270603392","9788025307496","2008","Brezina, Thomas","cze","Dotek anděla","Amy Angel","Praha","XA-CZ"
"4062","990057734320603392","9537160297","2004","Hašek, Jaroslav","hrv","Doživljaji dobrog vojnika Švejka za svjetskog rata","Osudy dobrého vojáka Švejka za světové valky","Zagreb","XA-HR"
"4063","990038067100603392","9788461248902","2008","Steiner, Rudolf","spa","Los dramas misterio","Mysteriendramen","Madrid","XA-ES"
"4064","990007007650603392","1931243484","2003","Schnitzler, Arthur","eng","Dream story","Traumnovelle","Kobenhavn [u.a.]","XA-DK"
"4067","990004515030603392","5758401196","2000","Kubin, Alfred","rus","Drugaja storona","<<Die>> andere Seite","Ekaterinburg","XA-RU"
"4070","990005246130603392","0773478892","2000","Rilke, Rainer Maria","eng","The Duino Elegies","Duineser Elegien","Lewiston, NY [u.a.]","XD-US"
"4072","990006733600603392","9634462618","2003","Rilke, Rainer Maria","hun","Duinói elégiák","Duineser Elegien","Budapest","XA-HU"
"4075","990011892530603392","190128574X","2007","Schnitzler, Arthur","eng","Dying","Sterben","London","XA-GB"
"4076","990047354430603392","8371884125","2000","Berger, Herbert","pol","Dziesięć sztuk scenicznych","fail","Kraków","XA-PL"
"4081","990016608960603392","9737729072","2005","Masichievici, Partenie","ger","Egül","fail","Bucureşti","XA-RO"
"4082","990011539430603392","9789639610767","2007","Mitterer, Erika","hun","Egy élet nem elegendő?","Tauschzentrale","Budapest","XA-HU"
"4086","990038559010603392","8883060091","2008","Rilke, Rainer Maria","mul","Elegie Duinesi","Duineser Elegien","Milano","XA-IT"
"4087","990027876670603392","9782070327874","2007","Rilke, Rainer Maria","ger","Élégies de Duino","Duineser Elegien","[Paris]","XA-FR"
"4091","990005636280603392","9788495359971","2002","Zweig, Stefan","spa","La embriaguez de la metamorfosis","Rausch der Verwandlung","Barcelona","XA-ES"
"4092","990014620110603392","0439943930","2007","Glatstein, Jacob","eng","Emil and Karl","Emil un Karl","London","XA-GB"
"4099","990003728480603392","3498093320","1998","Pynchon, Thomas","ger","Die Enden der Parabel","Gravity's rainbow","Reinbek bei Hamburg","XA-DE"
"4102","990027313910603392","2070270068","1968","Fried, Erich","fre","Les enfants et le fous","Kinder und Narren","[Paris]","XA-FR"
"4103","990016055610603392","9789984406893","2008","Lothar, Ernst","lav","Eņģelis ar bazūni","Der Engel mit der Posaune","Rīgā","XA-LV"
"4109","990004596950603392","3898340139","2000","Roth, Henry","ger","Die Entfesselung","From bondage","Berlin","XA-DE"
"4110","9958502269403338","9782377920075","2017","Celan, Paul","fre","Entretien dans la montagne","Gespräch im Gebirg","[Saint-Clément-de-Rivière]","XA-FR"
"4112","990007448130603392","9602830980","2001","Rilke, Rainer Maria","gre","Epistoles se mia nea gynaika","Briefe an eine junge Frau <griech., neugriech.>","Athēna","XA-GR"
"4114","990014865300603392","9783828025776","2008","Stuparich, Giani","ger","Erinnerungen an Istrien","Ricordi Istriani","Berlin","XA-DE"
"4115","990042342030603392","9602117044","2004","Schnitzler, Arthur","gre","Erōtes","Liebelei <griech., neugriech.>","Athēna","XA-GR"
"4117","990046226320603392","3922660746","1999","Csáth, Géza","ger","Erzählungen","fail","Berlin","XA-DE"
"4124","990009438160603392","8674940935","2006","Gauß, KarlMarkus","scc","Evropski alfabet","<<Das>> europäische Alphabet","Beograd","XA-SP"
"4130","990006208830603392","3596159903","2003","Benedickt, Maria","ger","Die Fährte der Füchsin","fail","Frankfurt am Main","XA-DE"
"4135","990007593920603392","1901285545","2004","Zweig, Stefan","eng","Fantastic night & other stories","fail","London","XA-GB"
"4139","990014080780603392","9789636285975","2007","Brezina, Thomas","hun","Féktelen fruskák felhőtlen bulija","<<Die>> Wilde-Weiber-Wahnsinns-Party","Budapest","XA-HU"
"4144","990008070780603392","349204641X","2005","Bossi Fedrigotti, Isabella","ger","Ferien mit Budischowsky","<<La>> valigia del signor Budischowsky","München [u.a.]","XA-DE"
"4147","990004973560603392","3821808225","2002","Carroll, Jonathan","ger","Fieberglas","<<The>> marriage of sticks","Frankfurt am Main","XA-DE"
"4149","990004522750603392","3492231861","2000","Brendel, Alfred","ger","Ein Finger zuviel","fail","München [u.a.]","XA-DE"
"4156","990011520780603392","8251787653","2002","Nöstlinger, Christine","nor","Frans begynner på skolen","Schulgeschichten vom Franz","[Oslo]","XA-NO"
"4157","990010055950603392","8204108842","2005","Nöstlinger, Christine","nor","Frans og Gabi-vrøvlet","Quatschgeschichten vom Franz","[Oslo]","XA-NO"
"4158","990008050840603392","8204091966","2004","Nöstlinger, Christine","nor","Frans og hestene","Pferdegeschichten vom Franz","[Oslo]","XA-NO"
"4159","990015051370603392","9789150216653","2007","Nöstlinger, Christine","swe","Frans på skolresa","Franz auf Klassenfahrt","[Stockholm]","XA-SE"
"4160","990007768820603392","9150214535","2003","Nöstlinger, Christine","swe","Frans spelar fotboll","Fußballgeschichten vom Franz","Stockholm","XA-SE"
"4161","990013402090603392","9788204121592","2007","Nöstlinger, Christine","nor","Frans trikser","Neue Fußballgeschichten vom Franz","[Oslo]","XA-NO"
"4166","990009417590603392","4760127321","2005","Bernhard, Thomas","jpn","Fuchinashibō","fail","Tōkyō","XB-JP"
"4167","990017264480603392","9788845911590","2007","Roth, Joseph","ita","Fuga senza fine","Die Flucht ohne Ende","Milano","XA-IT"
"4168","990008466090603392","7020045928","2005","Fried, Erich","chi","Fulite-shi-xuan","fail","Beijing","XB-CN"
"4170","990014054710603392","9992898984","2003","Lubomirski, Karl","geo","Ġamelui Propileebi","Propyläen der Nacht","T'bilisi","XB-GE"
"4174","990036510340603392","9789985665381","2008","Hengstschläger, Markus","est","Geenide vägi","<<Die>> Macht der Gene","Tallinn","XA-EE"
"4175","990043058440603392","9783423712231","2007","Ibbotson, Eva","ger","Das Geheimnis der Geister von Craggyford","<<The>> great ghost rescue","München","XA-DE"
"4176","990043058450603392","9783423712590","2007","Ibbotson, Eva","ger","Das Geheimnis der Hexen von Wellbridge","Not just a witch","München","XA-DE"
"4178","990037077690603392","9783833485732","2007","Ḳrits, Reʾuven","ger","Die Genies von Kiryat-Motzkin","Pitui ha-Musa, ha-Targil shel Yankele 127 Sippurey-Hirhurim","Norderstedt","XA-DE"
"4179","9958849148803338","9785890913784","2008","Jonke, Gert","rus","Geometričeskij derevenskij roman","Geometrischer Heimatroman","Sankt-Peterburg","XA-RU"
"4183","990008321660603392","9783928788519","2005","Burg, Josef","ger","Gift","Ssam","Winsen / Luhe","XA-DE"
"4185","990008171470603392","9992779330","2004","Canetti, Elias","alb","Gjuha e shpëtuar","<<Die>> gerettete Zunge","Tiranë","XA-AL"
"4186","990039185860603392","9532070494","2002","Canetti, Elias","hrv","Glasovi Marrakecha","<<Die>> Stimmen von Marrakesch","Zagreb","XA-HR"
"4187","990009450800603392","8741101510","2004","Ballinger, Erich","dan","Gletsjermanden","<<Der>> Gletschermann","[Frederiksberg]","XA-DK"
"4188","990048498080603392","9788374323697","2008","Ausländer, Rose","pol","Głośne milczenie","Gedichte 1927 - 1987","Wrocław","XA-PL"
"4192","990051013150603392","3492233139","2001","Márai, Sándor","ger","Die Glut","<<A>> gyertyák csonkig égnek","München [u.a.]","XA-DE"
"4193","990008168150603392","3492243800","2005","Márai, Sándor","ger","Die Glut","<<A>> gyertyák csonkig égnek","München [u.a.]","XA-DE"
"4195","990005163920603392","3861245108","1999","Kosztolányi, Dezső","ger","Der goldene Drachen","Aranysárkány","Berlin","XA-DE"
"4200","9958938908503338","9788686577405","2008","Nöstlinger, Christine","srp","Gost iz Engleske","<<Das>> Austauschkind","Beograd","XA-RS"
"4202","990048783590603392","9783551783646","2007","Higuri, Yū","ger","Grab der Engel","Tenshi-no-hitsugi","Hamburg","XA-DE-HH"
"4204","990005697780603392","3492270506","2003","Márai, Sándor","ger","Die Gräfin von Parma","Vendégjáték Bolzánóban","München","XA-DE"
"4207","990027697070603392","2070268632","1987","Broch, Hermann","fre","La grandeur inconnue","<<Die>> unbekannte Grösse","[Paris]","XA-FR"
"4210","990008006020603392","0141022302","2005","Kafka, Franz","eng","The Great Wall of China","fail","London","XA-GB"
"4211","990009456290603392","185242902X","2006","Jelinek, Elfriede","eng","Greed","Gier","London","XA-GB"
"4212","990015640620603392","1846686660","2008","Jelinek, Elfriede","eng","Greed","Gier","London","XA-GB"
"4213","990012603920603392","9985207599","2002","Nöstlinger, Christine","est","Greteke, mu kullake","Gretchen mein Mädchen","Tallinn [u.a.]","XA-EE"
"4214","990008580780603392","9639563056","2004","Nöstlinger, Christine","hun","Gréti és Öcsi","Gretchen hat Hänschen-Kummer","Budapest","XA-HU"
"4215","990008580800603392","9639563277","2004","Nöstlinger, Christine","hun","Gréti szerelmes","Gretchen, mein Mädchen","Budapest","XA-HU"
"4216","990007982520603392","9639307939","2003","Nöstlinger, Christine","hun","Gréti története","Gretchen Sackmeier","Budapest","XA-HU"
"4220","9958554467503338","842635131X","2003","Janisch, Heinz","spa","Un hambre de oso","Bärenhunger","Zaragoza","fail"
"4225","990008356690603392","9985951719","2004","Haushofer, Marlen","est","Hea laps on raske olla","Brav sein ist schwer","[Kuressaare]","XA-EE"
"4226","990012962340603392","1572411503","2006","Laher, Ludwig","eng","Heart flesh degeneration","Herzfleischentartung","Riverside, Calif.","XD-US"
"4230","990007035580603392","3871344893","2004","Kosztolányi, Dezső","ger","Ein Held seiner Zeit","Esti Kornél","Berlin","XA-DE-BE"
"4231","990009417000603392","4003243811","2005","Kafka, Franz","jpn","Henshin. Danjiki geijin","Die Verwandlung","Tōkyō","XB-JP"
"4234","990016109230603392","9789639628311","2007","Brezina, Thomas","hun","Hét tappancs gazdája, Penny","Robbenbaby in Gefahr","Budapest","XA-HU"
"4235","990016485140603392","9789639628298","2008","Brezina, Thomas","hun","Hét tappancs gazdája, Penny","Freiheit für einen Delfin","Budapest","XA-HU"
"4236","990016109290603392","9789639628328","2007","Brezina, Thomas","hun","Hét tappancs gazdája, Penny","Löwenstarke Freundinnen","Budapest","XA-HU"
"4237","990016109340603392","9789639628281","2007","Brezina, Thomas","hun","Hét tappancs gazdája, Penny","Mein Freund, der Wolf","Budapest","XA-HU"
"4238","990016109380603392","9789639628304","2007","Brezina, Thomas","hun","Hét tappancs gazdája, Penny","Pony verzweifelt gesucht","Budapest","XA-HU"
"4239","990012016780603392","9639628115","2006","Brezina, Thomas","hun","Hét tappancs gazdája, Penny","Rettet den Ponyhof!","Budapest","XA-HU"
"4240","990016109390603392","9789639628137","2007","Brezina, Thomas","hun","Hét tappancs gazdája, Penny","<<Ein>> Fohlen-Frühling","Budapest","XA-HU"
"4241","990011726750603392","9639628026","2005","Brezina, Thomas","hun","Hét tappancs gazdája, Penny","Was ist schon ein Hundeleben?","Budapest","XA-HU"
"4246","990016086570603392","9789602118894","2008","Horváth, Ödön ","ger","Histories apo dasos tēs Biennēs","Geschichten aus dem Wienerwald","Athēna","XA-GR"
"4247","990012222770603392","9607020871","1986","Nöstlinger, Christine","gre","Histories tu Phrants","fail","Athēna","XA-GR"
"4248","9958568079903338","9784384005240","1997","Hahn, Margit","jpn","Hitoripotchi no yokubō","Einsamkeit der Lust","Tōkyō","fail"
"4249","990016461040603392","9788010013807","2008","Brezina, Thomas","slo","Hľadači pokladov","<<Die>> Totenmaske des Pharaos","Bratislava","XA-SK"
"4256","990015718230603392","1564785017","2008","Jonke, Gert","eng","Homage to Czerny","Schule der Geläufigkeit","Champaign, Ill. [u.a.]","XD-US"
"4258","990047017060603392","9788323718215","2007","Brezina, Thomas","pol","Hot dogi","Guten Noten sind gefährlich","Warszawa","XA-PL"
"4259","990012961110603392","9789636287245","2007","Brezina, Thomas","hun","Hot Dogs","Geheimsache fliegendes Furzkissen","Budapest","XA-HU"
"4260","990012961120603392","9636283451","2005","Brezina, Thomas","hun","Hot Dogs","<<Der>> Hausaufgaben-Hai","Budapest","XA-HU"
"4261","990014116020603392","9789636285753","2006","Brezina, Thomas","hun","Hot Dogs","<<Die>> Lehrer-Fernsteuerung","Budapest","XA-HU"
"4262","990027696950603392","2070709051","2005","Roth, Joseph","fre","Hôtel Savoy","Hotel Savoy","[Paris]","XA-FR"
"4265","990015963600603392","9788085935707","2008","Kisch, Egon Erwin","cze","Hřbitov bohatých psů","Gesammelte Werke in Einzelausgaben","Praha","XA-CZ"
"4266","990014066100603392","9783037310069","2006","Satrapi, Marjane","ger","Huhn mit Pflaumen","Poulet aux prunes","Zürich","XA-CH"
"4268","990009446760603392","8741159071","2002","Ballinger, Erich","dan","Hulemaleren","<<Der>> Höhlenmaler","[Frederiksberg]","XA-DK"
"4269","990007034010603392","9639338168","2001","Bohatta, Ida","hun","Hullócsillagok","Sternschnuppen","Budapest","XA-HU"
"4272","990016460400603392","9788080891572","2008","Brezina, Thomas","slo","Hviezda si ty!","No Jungs! Hexe hoch zu Ross","Bratislava","XA-SK"
"4273","990012832960603392","8072531492","2003","Stifter, Adalbert","cze","Hvozd","<<Der>> Hochwald","Praha","XA-CZ"
"4274","990007563880603392","3426776049","2002","HahnBeer, Edith","ger","Ich ging durchs Feuer und brannte nicht","The nazi officers's wife","München","XA-DE"
